Code,Indicator Name,Long definition,Source
NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),External balance on goods and services (formerly resource balance) equals exports of goods and services minus imports of goods and services (previously nonfactor services).,"World Bank national accounts data, and OECD National Accounts data files."
