country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.494393525,7.226667816,6.403140011,6.045545728,5.871689583,5.832167658,5.669982703,5.522028257,5.315636969,5.253945879,5.257819223,5.416118375,5.878412349,6.011031743,6.323492475,6.196023914,6.48817388,6.256458409,6.483926031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,9.942013299,10.07227592,10.58160598,11.33683895,11.04461095,11.17420316,11.09672991,11.28868813,12.40628076,12.88914596,13.05041046,12.57850373,13.49172112,14.26992573,13.85066333,12.47374632,13.25373764,12.88170223,13.81007942,14.24442499,13.73794927,12.59384217,11.94317435,10.33003605,10.71709981,10.61345134,10.43973191,10.44482946,10.14037745,10.82946539,10.90157733,11.78470028,11.43122472,10.85663424,11.2648279,11.20711871,11.84509069,11.49808755,11.76602654,11.41401577,11.37004648,11.23814512,10.4857686,11.14472772,10.74369108,10.41989843,10.19806569,9.792962953,9.797336714,9.772560976,10.16952908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belize,0.474992713,0.384774138,0.711087522,0.618957305,0.814382051,0.791520407,0.735311991,1.070919663,0.882903491,1.135903769,0.989079257,1.144247157,1.237678816,1.131687243,1.169839413,1.317740076,1.300486205,1.445160537,1.558530131,1.482122342,1.325648281,1.244135597,1.13725102,1.103491259,1.070453214,1.150035386,1.204272823,1.29762394,1.385554666,1.625796451,1.638272857,1.834316003,1.762191658,1.816036904,1.746414946,1.71424335,1.360406002,1.67207294,1.553040311,2.459732784,2.751697856,2.772343085,1.368018569,1.391576127,1.387398204,1.409518521,1.417945547,1.451035512,1.36012592,1.356699564,1.353113391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benin,0.066676475,0.052356954,0.054588784,0.047979279,0.055837084,0.057765192,0.042952892,0.053108322,0.056170103,0.072181785,0.099081432,0.100846434,0.130797478,0.125521589,0.130944839,0.139424432,0.079858859,0.0888791,0.10591508,0.104257981,0.14319037,0.115674736,0.131800149,0.11791908,0.127451307,0.179783017,0.162885513,0.123299485,0.124826389,0.138672955,0.149796664,0.167947656,0.177291949,0.214154942,0.231125497,0.234878821,0.217279845,0.203292323,0.197193216,0.246781882,0.248089466,0.258579506,0.295955286,0.323936884,0.339506861,0.314131037,0.49235403,0.554571281,0.537539184,0.552870643,0.586259508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,3.526192979,3.861935795,3.395354179,3.179235574,4.193351632,3.678754001,4.072757627,4.242472603,4.412441639,3.864922897,4.391641714,4.416741554,4.788855028,7.97295693,8.241690197,8.444182419,8.582958438,8.259008314,7.678051364,8.289969496,7.78277207,6.891252955,6.979326389,7.900637657,7.723867389,7.80114855,7.308007308,9.822657521,10.99701776,13.20631929,9.995261588,8.473261291,6.729163567,7.900349238,7.740900759,7.583530114,7.725428545,7.689412271,7.418707346,7.913036528,7.8779005,7.843199392,8.271807492,8.006702799,10.49996088,6.918238994,8.093935249,8.015255341,6.011207861,7.185992202,7.339995791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,,,,,,,,,,,0.012146147,0.011717248,0.011288477,0.010868384,0.010465277,0.010084259,0.009724152,0.018768192,0.027202473,0.052665093,0.051087585,0.057984373,0.072720381,0.063105372,0.107651807,0.127097275,0.108604862,0.195879036,0.203357995,0.112686513,0.229782155,0.336484048,0.395956727,0.350256137,0.40630447,0.480796425,0.584661629,0.749684792,0.712294198,0.693222802,0.699620606,0.66094153,0.68974166,0.604817292,0.479452055,0.600643417,0.581509385,0.56977078,0.60121031,0.544606596,0.656619923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,0.299462924,0.303581563,0.313621911,0.338369943,0.403790616,0.40253401,0.440219518,0.481523937,0.541582091,0.618939283,0.589578454,0.708790671,0.806896442,0.762356227,0.756616938,0.852490389,0.938980612,0.896999476,0.982935212,0.905172655,0.872029282,0.875947987,0.778041876,0.751499715,0.692984767,0.692428824,0.620320257,0.64748964,0.677041509,0.76731408,0.826567256,0.848078581,0.953184189,1.125960162,1.219339114,1.261334217,1.143549655,1.261008895,1.295323842,1.266853115,1.230571986,1.158822368,1.106361814,1.602519203,1.456394027,1.347341369,1.601935245,1.347951326,1.43182915,1.474028782,1.556418431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.052050022,0.80165792,0.933074372,1.028881303,1.830187629,4.33927499,5.404729785,5.022345704,6.286653646,5.521955766,6.069220542,6.142586576,6.509389836,6.774749156,7.183842696,7.377899573,8.212238083,8.118340458,8.276976967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,,,,,,,,,,,,,0.029742471,0.067093538,0.111050538,0.22750997,0.695734468,0.879785877,0.901541032,0.982022765,0.990084765,0.976226229,1.02831897,0.930910256,0.913108746,0.979593953,1.083383124,1.21811822,1.242750621,1.32285781,1.575553885,1.509350904,2.250173615,2.329956037,2.269120688,2.222240441,1.933028844,1.934312855,2.259787712,2.051677903,2.432033979,2.428760923,2.480131571,2.33007509,2.363620756,2.459206198,2.44392364,2.438686962,2.547205492,2.218604451,2.607113465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,0.644650535,0.656204106,0.69476062,0.698277089,0.691653056,0.668254686,0.741321794,0.74310443,0.847031068,0.899492955,0.975797824,1.042472414,1.134125212,1.282912896,1.357039172,1.396648509,1.400122657,1.436386109,1.523261646,1.58378357,1.537018062,1.378865308,1.350126977,1.277159639,1.265490911,1.330177158,1.430177161,1.46349809,1.449049079,1.454938642,1.395708069,1.44144039,1.427627544,1.46967197,1.519035072,1.596088561,1.732704312,1.800931853,1.843227636,1.861992226,1.880196477,1.907555762,1.853076585,1.770560438,1.837108443,1.867213313,1.849542335,1.913505573,2.023772836,1.899717681,2.152980753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,,,0.442673749,0.434233381,0.850636044,0.832576446,1.221272344,0.397858796,1.555979914,1.904564028,1.868841318,2.204850671,2.170909809,2.498701973,2.470561812,2.448174997,2.432398282,2.420470263,2.405272858,2.376983392,2.330579013,3.884866678,3.126687701,3.004233238,2.589657067,2.751926348,2.89107113,3.009987686,3.117505995,2.993009335,2.890465506,2.808878413,2.955116765,2.89626119,2.84080428,2.783803326,3.113280974,3.044455976,2.977701079,2.916273135,2.861928224,2.814558946,3.11968236,3.590413131,3.882571398,4.001819009,4.448838359,4.560733271,4.671528571,4.781153562,5.047680505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei,4.178877673,3.646544769,4.247331559,3.904648984,3.582271433,3.352220972,4.718460898,4.037882681,3.760914542,4.082942621,65.63112902,57.37475511,68.95998717,69.52842719,54.54581809,45.21430016,36.91199778,37.64558129,54.05844401,40.65702658,36.35675295,7.524966649,10.40067693,13.06476376,9.003045355,11.85117553,10.20471574,14.32168033,23.98746704,25.89428506,25.46488184,22.42211829,21.76960501,20.36658393,19.178487,19.04143676,18.82758837,19.07177814,19.16621826,14.38430303,19.95702818,18.53358377,15.57543022,15.35964859,15.0604638,14.11642887,13.02037624,26.95271421,27.50750595,23.20692873,22.96032621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,2.833775348,3.271264415,3.837599636,4.260697002,5.264859329,5.645188978,5.899563331,6.626313123,7.101515847,7.867142952,7.212770365,7.527687184,7.701808869,7.967137848,8.207654429,8.377150504,8.350743645,8.647634335,9.239603181,8.957498596,8.743442822,9.038322284,10.10927797,10.10930625,9.756090116,9.992020089,10.21806389,10.24531178,9.787576868,9.770753388,8.590285766,6.653487413,6.29428726,7.961137533,6.430791301,6.940522074,6.836043935,6.29567573,6.026111757,5.451565202,5.436690108,5.844329407,5.654701044,6.033540911,6.006152124,6.189984255,6.36437645,6.911698602,6.690139082,5.674512779,5.961127245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,0.009012798,0.018492662,0.016755091,0.017213549,0.021172315,0.019429159,0.019087064,0.018737238,0.018383208,0.021248842,0.024623366,0.025377216,0.026691801,0.027340417,0.032596535,0.034186579,0.031774981,0.037069988,0.050621707,0.057787472,0.059991873,0.075432817,0.076021874,0.076508059,0.058478732,0.058345019,0.05728905,0.060067645,0.062648517,0.090488787,0.06292009,0.065448613,0.064060039,0.061964886,0.062045167,0.058641218,0.06437916,0.071376274,0.074146362,0.077924752,0.084702482,0.078850092,0.077190403,0.080474192,0.080035373,0.079280882,0.093032044,0.109310102,0.109419171,0.104142692,0.102193772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,,,0.014448058,0.01538204,0.015110813,0.011412455,0.014552641,0.014265153,0.016144893,0.021162861,0.017741099,0.020658068,0.02050028,0.020357907,0.025222758,0.020921633,0.023513996,0.025922236,0.026256627,0.027402789,0.035512536,0.037034401,0.035869529,0.045203043,0.046857711,0.047623004,0.048320744,0.051809096,0.048235568,0.054992492,0.054328551,0.060213987,0.054669429,0.056854319,0.056671564,0.054818518,0.05374367,0.051012487,0.048311391,0.046681908,0.04716823,0.033283828,0.033052532,0.024127167,0.028126862,0.021237208,0.025018854,0.024736908,0.031388801,0.021988728,0.036741685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,0.043190401,0.051399883,0.054057868,0.06659654,0.056989342,0.065674451,0.07437552,0.064448796,0.073802198,0.197553324,0.169117038,0.035419278,0.016483716,0.017917812,0.01024556,0.01033184,0.01051742,0.010790077,0.007755822,0.004508515,0.043961496,0.045302486,0.049005942,0.050842495,0.054248649,0.052779097,0.0524414,0.050907329,0.050755703,0.049001004,0.047314667,0.046816925,0.046705674,0.045227807,0.049622222,0.138863609,0.141113539,0.131274013,0.162743687,0.155072191,0.158780544,0.1779192,0.171840808,0.182711565,0.185362581,0.207797214,0.22191174,0.254818564,0.287547496,0.289862268,0.295651762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,0.050162538,0.051096607,0.051289125,0.052056515,0.057083711,0.051526172,0.055646739,0.072231838,0.077804259,0.085772115,0.093250819,0.115397184,0.119505432,0.121269293,0.128054343,0.148296033,0.135350309,0.188166728,0.233376173,0.206920743,0.428662681,0.569599237,0.657234539,0.663556107,0.592809145,0.615592984,0.185145543,0.166269365,0.192365081,0.645326969,0.142683345,0.088667878,0.294585541,0.294461917,0.280874506,0.313000563,0.322076971,0.219770837,0.214228799,0.200991239,0.218901717,0.213282799,0.208271309,0.22611674,0.230484812,0.210555232,0.213278123,0.317910609,0.295541639,0.348022091,0.369119563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,10.76986821,10.61937055,11.11948606,11.13031576,12.31422875,12.81283341,12.91433027,13.74856901,14.50010119,14.40185357,15.72302558,15.99096401,17.05605798,16.87339602,17.04511867,17.1593927,17.0515943,16.80246211,16.92509634,17.63385691,17.47853749,16.79719566,15.99971677,15.71734354,15.923864,15.54871362,14.78760134,15.50451762,16.11905076,16.1114233,16.24627409,16.00659734,16.47303828,16.64813358,15.66582206,15.68996052,15.81493777,16.18712728,17.17383324,16.96193179,17.42683142,16.97414433,16.59485318,17.49953067,17.28981435,17.43992599,16.86231777,17.0041237,16.35039863,15.26009889,14.6720161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Verde,0.104298521,0.101950026,0.082827708,0.064488707,0.12545853,0.106810486,0.089168464,0.072438858,0.112989998,0.137522004,0.133682366,0.12961549,0.175708825,0.207141164,0.214524617,0.247310895,0.235493342,0.261545561,0.687325908,0.829104678,0.403270154,0.109005506,0.118958786,0.116250806,0.261450066,0.256737325,0.176295295,0.240103661,0.216413807,0.235422759,0.252753723,0.257740413,0.281489077,0.273909254,0.285639352,0.287803058,0.344742837,0.346336702,0.365619428,0.401449255,0.427684693,0.469561623,0.542621961,0.549962937,0.565572085,0.620308477,0.643991745,0.645241876,0.631962099,0.633957188,0.717071338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,1.359367276,1.328983931,1.306723687,1.290473956,1.277287506,1.264222503,2.086415538,1.65258216,2.443901355,4.774305556,3.841452768,4.398240704,5.197996409,5.213424568,4.587155963,4.596260315,5.130848922,5.081300813,6.23501199,5.917649493,9.785896447,8.997184813,9.107970854,9.214700745,9.656098317,9.63381585,9.712564842,9.721535673,9.684061058,10.51766861,9.712837838,10.05006761,10.85568327,11.09485491,11.66353872,11.18158901,11.39918661,11.50985549,11.5882011,11.01417476,11.31152299,10.6977875,10.40258291,10.0456621,9.91917464,9.821178031,9.625409592,11.19869298,11.40549176,10.52071565,10.49854763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,0.018618267,0.017012631,0.027353829,0.029094932,0.030752418,0.032334442,0.025114365,0.034229045,0.035622294,0.045124759,0.034100084,0.040168369,0.031555005,0.041058624,0.037365678,0.044562262,0.043639645,0.046199744,0.044464172,0.045226152,0.045892823,0.044887198,0.043090543,0.042051401,0.043169604,0.034877663,0.035253153,0.036196044,0.011690296,0.017619208,0.024398802,0.011240609,0.01377614,0.015038556,0.01512954,0.014670632,0.014729483,0.015260169,0.014781416,0.015225906,0.021405133,0.020231799,0.019098954,0.04165805,0.039860154,0.040841066,0.04036062,0.044543692,0.047839126,0.040565334,0.04180321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,1.762991229,1.843991765,2.077413733,2.102452341,2.071995181,2.052395763,2.12358828,2.130937029,2.301722036,2.399268812,2.574974117,2.777929014,2.839963261,2.738881127,2.529493019,2.208682699,2.279788002,2.155585498,2.111500787,2.256121522,2.259929055,2.163468783,1.78828056,1.778801471,1.864095372,1.775909288,1.807023817,1.810937516,2.114463875,2.499519917,2.588777428,2.396151007,2.435352996,2.546510173,2.743231164,2.946175381,3.315865808,3.784761198,3.837292707,3.996811795,3.80605394,3.380649654,3.507076675,3.450754865,3.721850285,3.786388427,3.909644149,4.277455271,4.240259136,3.966877602,4.221864198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1.185919491,0.827506528,0.651705173,0.637538143,0.627551171,0.670049507,0.718445903,0.579386074,0.60920671,0.728484529,0.947122148,1.047967861,1.085901867,1.102640383,1.100777286,1.251860181,1.285083865,1.386847428,1.526796094,1.540667927,1.492171294,1.456222109,1.563582436,1.626078589,1.74427806,1.861076425,1.92661235,2.023534778,2.133840102,2.134473876,2.148559702,2.226313247,2.293794638,2.421521433,2.545073561,2.734777555,2.824139241,2.802597286,2.661320024,2.634231569,2.682866158,2.728882885,2.872547831,3.498358878,4.065723469,4.427592166,4.879028386,5.139069376,5.296193599,5.761825473,6.177530373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cocos Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,1.025218778,1.104844302,1.144602001,1.214901586,1.204592375,1.233239837,1.230090142,1.256842643,1.315232387,1.349456629,1.331563604,1.38705355,1.406419992,1.471589944,1.557362925,1.498000572,1.553419658,1.568411065,1.623307074,1.691154575,1.650312749,1.617375663,1.633572388,1.72106124,1.668134957,1.612825127,1.602855309,1.614368691,1.643225515,1.634921774,1.726694748,1.687318038,1.798506912,1.821428687,1.887416412,1.635213808,1.630765987,1.718162115,1.716238632,1.445093764,1.456554292,1.392010183,1.354889456,1.375837526,1.299164209,1.415873837,1.44026659,1.430214323,1.47609182,1.551750085,1.634580982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comoros,0.056979467,0.055949747,0.054945329,0.053943781,0.052921253,0.06915075,0.084591439,0.082673822,0.080736908,0.078843212,0.123232731,0.120474835,0.117804552,0.115034033,0.111946469,0.122011188,0.143809306,0.138214948,0.096468698,0.069492264,0.144944723,0.139876009,0.135256818,0.13103914,0.127161297,0.142583087,0.129501763,0.14421572,0.149452819,0.145845812,0.17584887,0.171654302,0.167567979,0.163563561,0.159618243,0.163132357,0.130161598,0.126886231,0.137391632,0.147238487,0.149934189,0.152362748,0.154536923,0.16248927,0.164036753,0.171080013,0.183178187,0.178307756,0.178853064,0.174170432,0.189633662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congo. Dem. Rep.,0.151032641,0.149528157,0.134374031,0.138170147,0.115809322,0.140870341,0.133271714,0.123347069,0.176144095,0.185432792,0.133879318,0.142127829,0.140977354,0.14495142,0.148712688,0.138855675,0.142168196,0.140943621,0.138794191,0.143003122,0.129601645,0.135944025,0.107619306,0.1372128,0.131388287,0.117284566,0.10565088,0.117035497,0.118316197,0.125083801,0.111794065,0.099182313,0.091750751,0.083005179,0.058116115,0.067313602,0.071722351,0.063102048,0.053482682,0.046410744,0.033174681,0.030705714,0.029408032,0.031381178,0.034723415,0.038760823,0.040893521,0.042837587,0.045132791,0.042375145,0.046079437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
