country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,0.21699448,0.193388369,0.199686787,0.232893017,0.21679855,0.218370114,0.180426244,0.183550197,0.212216048,0.199234493,0.302394422,0.257575848,0.26436668,0.262302435,0.303027302,0.276773819,0.240602582,0.291816543,0.283901441,0.249273076,0.234313078,0.27094061,0.261798285,0.303635298,0.207131724,0.258365111,0.229755415,0.240883032,0.246259753,0.232341313,0.265703806,0.265792454,0.261606202,0.289590477,0.306314975,0.319273888,0.330288464,0.358139296,0.350197496,0.349902759,0.328107099,0.352430043,0.369686116,0.370208698,0.347918133,0.321429252,0.418918978,0.421678557,0.366600849,0.312424771,0.368894117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gibraltar,2.215199678,2.356253251,2.48621282,2.444335807,2.403320953,2.050355586,2.332287338,2.608744176,2.729754322,2.701485817,2.825775398,3.247711839,2.93509439,3.357619673,3.048056369,3.459119497,3.000428633,2.970679012,2.660861151,3.47143326,3.3126294,1.926348444,0.824989688,1.376014811,1.239715992,1.653638004,1.515151515,1.788617886,2.609531658,2.603680034,3.553236427,3.949828511,3.391042715,12.29201203,14.67582223,12.76741316,7.123917055,4.443465168,11.46339071,11.85664241,12.20077032,12.48113948,12.31436159,12.51906606,12.73457669,13.36772714,13.79530504,14.01784089,14.14734638,14.66315753,15.67273059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,1.128577564,1.17131149,1.205536787,1.447048105,1.55375192,1.990916078,2.169308507,2.2591145,2.566236178,2.912195165,2.748018633,3.148401936,3.558903001,4.180053798,4.038086394,4.296705276,4.68933271,5.067269533,5.110242303,5.379244085,5.333158275,5.213423764,5.323247846,5.639596488,5.76695101,6.099612668,5.928730493,6.342001136,6.767897592,7.348414474,7.156864935,6.597911168,7.29349787,7.228357636,7.410220701,7.419360673,7.474726492,7.812024149,8.066623278,7.920254135,8.337942618,8.501961723,8.458277636,8.615670327,8.714337988,8.822795988,8.670475579,8.727772148,8.661235531,8.377921604,7.633303302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,6.850643715,8.640666117,7.496592458,9.044317154,8.339945341,8.78915381,9.546031356,9.888108249,12.38710463,9.00024325,8.212903735,9.897371011,11.48471586,11.41748952,11.31342657,10.2044932,4.419889503,14.49188134,7.866647952,11.4470972,11.24654769,10.43086588,10.10160219,7.002044674,10.81983234,9.585065102,6.068269582,4.31785285,9.959772001,8.559072074,10.03264209,9.873440445,8.683950839,9.02049514,9.09564811,9.097937681,9.289038216,9.406432014,9.516649662,9.686670713,9.460934349,9.557584892,9.519940655,9.353083292,10.22071843,10.64288629,10.94622905,10.74743527,11.13107804,9.725906278,11.07116262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,0.244868884,0.200928656,0.27775373,0.157135,0.233918129,0.232654054,0.309234154,0.386221038,0.425250757,0.503615111,0.46613626,0.506338078,0.507653858,0.587682181,0.393807908,0.515828355,0.521597035,0.528842242,0.576707748,0.53855772,0.535965938,0.64822181,0.670142809,0.649962288,0.63373289,0.624432334,0.659591054,0.738532603,0.973007546,1.060770436,1.143451143,1.179506337,1.245971188,1.269362875,1.476812368,1.574100882,1.602007143,1.741901642,1.738803979,1.917372115,1.878082255,1.910266618,2.013980161,2.116868079,2.004131895,2.105761806,2.241913099,2.305678095,2.509890124,2.430425469,2.491538022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadeloupe,0.572238797,0.624556423,0.651141413,0.703413152,0.730051812,0.682871564,0.829366796,0.936550584,0.889447808,0.983386552,0.950854467,1.056470027,1.161611657,1.244762516,1.173336909,1.227750821,1.509109534,1.604319526,1.621258133,1.65594959,1.917718557,2.386769727,2.274702092,2.383678537,2.516413159,2.509597591,2.624911321,2.745799226,3.010736635,3.117046677,3.349160554,3.479674048,3.614575889,3.649937785,3.730105894,3.750926612,3.730835239,3.734328079,3.648162764,3.755204502,4.857830814,4.853900005,4.658925024,4.661707242,4.143940918,3.849138879,3.804620915,3.85108925,3.81770775,3.79428761,3.772798513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,0.323558765,0.329465776,0.314788589,0.337238877,0.382009035,0.414938398,0.355964355,0.394706044,0.414821634,0.430103147,0.422013967,0.43624733,0.471050911,0.496937077,0.505663464,0.565757858,0.518445203,0.582684511,0.615855367,0.683420865,0.640945108,0.550106412,0.490500349,0.419469231,0.440493409,0.442967634,0.454316694,0.479172037,0.483858992,0.486846823,0.569941948,0.553347714,0.643864772,0.591523307,0.698624328,0.715345363,0.649136722,0.724831604,0.816208863,0.813566418,0.882315347,0.922985759,0.940254517,0.867980937,0.936710015,0.979149895,0.960907218,0.945840465,0.83559482,0.843925573,0.772631051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guernsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,0.115982764,0.171450249,0.181026602,0.188242652,0.186281209,0.182250239,0.18470225,0.183185259,0.185385891,0.182451351,0.190675533,0.194000013,0.196852085,0.188836716,0.19659762,0.196725049,0.206351118,0.209168102,0.208339685,0.217016527,0.218826938,0.221120788,0.215028446,0.203703747,0.203981706,0.201816976,0.197656881,0.192194121,0.193157387,0.189777925,0.18335326,0.176589338,0.166139973,0.160614517,0.169435617,0.165273562,0.162999811,0.160315938,0.153217506,0.154669583,0.153354762,0.153204446,0.153826439,0.153477477,0.150967661,0.130583803,0.128306264,0.129085682,0.1269644,0.125838134,0.123794572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,0.030901185,0.049241375,0.067520211,0.079680298,0.098056585,0.110424213,0.110675118,0.080152593,0.104912662,0.098358255,0.11554954,0.119465165,0.104946811,0.169830926,0.153312547,0.163758158,0.13218343,0.136769444,0.131502376,0.1359332,0.17573057,0.167028172,0.163565031,0.160646721,0.1781547,0.186935014,0.195166056,0.202919253,0.221471018,0.231806687,0.248845524,0.247406012,0.245866778,0.257841576,0.252643616,0.250875547,0.249148886,0.225521711,0.144382958,0.159695138,0.118217125,0.118854203,0.119423726,0.147805044,0.150406146,0.155492757,0.155022984,0.162197346,0.156376432,0.158118391,0.157292475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,1.178184311,1.27981829,1.14669723,1.014120308,1.040574384,1.68319939,1.794639894,1.958883668,1.920723612,1.930979825,2.192659931,2.054912149,2.122793117,2.437936673,2.089844494,2.438539067,2.320877926,2.490991032,2.672921242,1.964079503,2.30330117,2.321246605,1.82021401,1.628705632,1.851463658,1.8878819,1.402656322,1.772298261,1.91637805,1.641609913,1.573023272,1.550906216,1.454272415,1.456734569,1.836987121,2.034857233,2.097422461,2.195750193,2.263876454,2.300764461,2.195695636,2.169102998,2.141341163,2.11312436,2.188928165,1.921199979,1.724750029,2.087366301,2.073415312,2.064594724,2.254935875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,0.073949542,0.07528916,0.075627413,0.060734039,0.071787692,0.071226405,0.06981674,0.058542076,0.058207667,0.068205029,0.081747155,0.084130171,0.080434991,0.084982309,0.093681268,0.094142489,0.128791744,0.132501699,0.138612703,0.135735992,0.132153923,0.131693121,0.138471144,0.146615736,0.146111934,0.147350257,0.128931756,0.136550276,0.149750255,0.148718307,0.139464396,0.137118199,0.122504097,0.087634048,0.038922813,0.119622352,0.13604082,0.173767096,0.147682281,0.156673798,0.158196411,0.178497003,0.204359094,0.191102709,0.215718255,0.222025801,0.222805116,0.248808697,0.249306755,0.229346924,0.212076549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holy See,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,0.308072397,0.356711056,0.327856062,0.322166359,0.316872905,0.319932353,0.333733124,0.352900448,0.480411025,0.449748702,0.516949085,0.481701496,0.540656133,0.516623018,0.517538694,0.537712559,0.555862747,0.606531576,0.601685954,0.549624128,0.567035318,0.487003327,0.457063462,0.503257853,0.484665562,0.451189144,0.424413417,0.484784868,0.542269484,0.573940131,0.530204222,0.536851194,0.59556767,0.537162237,0.613279943,0.695832188,0.693932732,0.712522279,0.779695974,0.778468363,0.809029351,0.9000192,0.940225369,1.024106755,1.092420807,1.097989028,0.998465467,1.226179905,1.187453516,1.055715609,1.066636985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong. China,0.960894957,1.045256508,1.086546287,1.195781926,1.143167679,1.264440984,1.335533055,1.552552917,1.584683234,1.97480989,2.122318868,2.286597227,2.282028095,2.241107481,2.51620941,2.529921265,2.788183648,3.071366777,3.290945075,3.221791676,3.296953655,3.627579621,3.767879786,3.971541934,4.176328874,4.249967218,4.683238922,5.080487173,5.222801746,5.303285962,4.773619139,4.932445153,5.651790502,5.880166252,5.196242608,5.145839938,4.684323708,4.809917221,5.976615386,6.387567868,5.964879227,5.559973889,5.404455849,5.872270853,5.642391203,5.953476178,5.641942835,5.814144107,5.56852692,5.293807535,5.144528714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,4.544668937,4.892227051,5.035055463,5.586347616,6.173146695,6.043695195,6.067381037,5.762970979,5.970559923,6.072760651,6.785634193,6.690408873,6.679466031,7.002123006,7.072619391,7.165516852,7.571624358,7.83835927,8.274672366,8.068287598,8.118152761,8.101560621,8.144658181,8.38694996,8.582988949,8.166655664,7.953200494,8.068188851,7.503547816,7.315919682,6.066633771,6.122063632,5.66998899,5.808821379,5.614639581,5.812634225,6.078408883,6.005209687,5.920257175,5.895722575,5.605283557,5.598287019,5.52096592,5.828235983,5.672051192,5.741221451,5.686384665,5.561755826,5.453231724,4.866039934,5.066085583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,6.895911696,6.088093487,6.557179811,7.014451633,6.920506693,7.276041667,7.687248212,7.33355669,8.004094885,6.274614843,6.808720519,7.126935853,7.080802205,8.241133885,8.082542482,7.41637657,7.740851721,8.579390863,8.590068542,8.792537699,8.179932211,7.602341718,6.857374895,6.560361117,7.60556652,6.744049246,7.314588761,7.501576614,7.406041855,7.546227085,7.814186418,6.867190708,7.040401825,7.58805729,7.584994596,7.279103328,8.185281302,7.714035782,7.623145917,7.428080876,7.69294596,7.398095721,7.569021409,7.479532244,7.621056368,7.426179107,7.56453274,7.555908819,6.821903051,6.507301171,6.127604102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,0.269225349,0.285349371,0.307620146,0.323658671,0.309921668,0.334320855,0.338680958,0.332354028,0.353660132,0.352153808,0.352291988,0.363275029,0.375651318,0.377949339,0.381779392,0.405368929,0.414073363,0.483922042,0.47611623,0.485350271,0.497886422,0.523086995,0.543384535,0.576349783,0.582768945,0.62514475,0.655586912,0.6849349,0.723699697,0.774663982,0.79025578,0.82719615,0.860997141,0.87718252,0.913860302,0.953837431,1.019927418,1.043262704,1.05237575,1.104247446,1.125872915,1.123541704,1.126744136,1.159068258,1.200723575,1.237672175,1.300067332,1.372484618,1.520849421,1.641149581,1.640222788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,0.232769135,0.276170023,0.238073443,0.230068746,0.220529827,0.237047046,0.218957075,0.224055435,0.245279085,0.289382372,0.30262876,0.321105049,0.348061349,0.38484086,0.391678019,0.402358555,0.449879166,0.585882493,0.652138247,0.645083393,0.628404538,0.649172289,0.66809949,0.650853596,0.68105417,0.721123232,0.70990845,0.705860183,0.742389242,0.722718169,0.811259174,0.958722905,1.063225402,1.129467863,1.126749882,1.127985372,1.252206928,1.358767943,1.011318263,1.14888234,1.234304899,1.363903298,1.400330656,1.427895896,1.503093722,1.504425379,1.500915597,1.615365416,1.75504422,1.908326328,1.809097873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,1.699569296,1.61875562,1.617112311,1.738648033,1.948330898,2.144968836,2.492138674,2.568641865,3.032246532,2.977451317,3.210219036,3.462628091,3.522940668,4.18909888,4.526521683,4.258020412,4.643442666,4.711795458,4.516078391,4.407506458,3.136716344,2.823577154,3.32586632,3.475511897,3.366745377,3.460750587,3.078393655,3.191185582,3.402144927,3.580363976,3.847520021,4.066507055,4.013710396,4.103293835,4.519748553,4.576927862,4.549834944,4.357218722,4.897636893,5.95347043,5.703332935,6.013707836,5.983106901,6.153554262,6.494673898,6.729845975,7.223400378,7.555636648,7.892210941,7.895171594,7.726537146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,1.119885368,1.15181689,1.161813427,1.175481464,1.102972947,2.276563148,3.16262864,2.031171503,2.104788182,2.334561635,2.38546992,2.786225444,2.761587342,2.773089696,2.711488698,2.813560898,4.009241402,3.477282817,3.262240695,3.964753226,3.314625384,2.276933368,2.117945403,2.618046681,2.655734037,2.886240353,3.018485309,3.271240373,4.109408639,4.327029764,3.024713447,2.653219203,3.348151507,3.514078462,3.82188701,3.839402551,3.31352763,3.149507493,3.228261954,3.122990493,3.036311189,3.475657109,3.45784363,3.515701201,4.285499487,4.194502711,3.537022027,2.169443125,3.166713703,3.47087626,3.620173886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,3.951995841,4.371250859,4.62726193,4.727736315,4.973943624,4.776712047,5.233070243,5.658627407,6.112326869,6.306284518,6.551198889,7.503568323,7.255809342,7.408886385,7.435046643,6.926194267,6.893622276,7.17572638,7.072262544,8.10798515,7.681358972,7.54129727,7.336338631,7.332885683,7.245786498,7.561371773,8.060716927,8.536306797,8.44545845,8.502474467,8.893529402,8.842182111,8.824458067,8.76166215,9.115845597,9.103309057,9.78729903,9.948335904,10.30947582,10.71178952,10.86857459,11.41974191,11.11799666,10.80478789,10.75766491,10.46903005,10.28141652,10.38840669,9.882531034,9.206180194,8.947851182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,3.09479163,3.251238339,3.507327762,3.484511827,3.744069105,5.130866157,5.246036245,5.104566138,5.093054655,5.339284369,5.817442431,5.532616968,5.581223235,6.155084628,6.001980253,5.887352172,5.720230478,5.660460222,5.889594373,5.723214865,5.645171553,5.558030255,6.198588578,6.05796932,5.910262589,6.089718081,6.41618088,6.494208235,7.001619744,7.242775225,7.451565933,7.391269258,8.631259001,9.053857456,9.123454507,10.17051698,9.913840082,11.25893932,10.88847895,10.54754576,10.42158323,10.72255377,10.11600724,10.25114086,9.765522382,9.120903923,9.765991137,9.597724453,10.00118814,9.230611591,9.523527086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,2.208175536,2.497482247,2.914547937,3.253161119,3.446129733,3.687794845,4.132551397,4.489244601,4.74424657,5.098561892,5.564280706,5.801855764,6.083147884,6.508083385,6.560143356,6.212477739,6.63231043,6.402255774,6.682274249,6.912721791,6.917933697,6.704712921,6.541255216,6.381463163,6.482438518,6.554282789,6.450061693,6.751373435,6.858719301,7.195274907,7.346387757,7.453277759,7.390734895,7.23390013,7.1506994,7.552808105,7.590620277,7.675093121,7.832074106,7.738377809,7.921192233,7.872607491,7.871308722,8.093183667,8.113530975,8.067625767,7.943251848,7.775988634,7.465942415,6.664962175,6.709572975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,0.90258488,1.289276432,1.262346495,1.404700063,2.34395115,1.699613724,1.973918481,2.144215045,2.128659164,2.314801017,2.671972803,3.03471646,3.26688559,4.243998637,3.829840407,4.069101335,3.575268685,3.616616329,4.382147901,4.055447893,3.963471347,3.425111603,2.826182362,2.88335088,2.266157255,2.196266347,1.963649399,2.308743386,1.933568094,2.86034664,3.367571437,3.433388771,3.375796258,3.480033746,3.538393151,3.941473466,4.103962213,4.236839445,3.839540039,3.820037219,3.996671893,4.080142194,3.922236168,4.051490356,4.02041805,3.969317929,4.457657446,4.975436581,4.391456474,3.145994506,2.611162916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,2.516308764,3.032354387,3.110354705,3.414886613,3.732694682,3.974457011,4.261142224,4.912485726,5.569950582,6.390341633,7.412508012,7.584418988,8.003161914,8.47138969,8.363487824,7.851355137,8.114729536,8.27026471,7.924098033,8.309268167,8.173985682,7.956604244,7.646846014,7.454467306,7.878295633,7.628214802,7.592030341,7.483208431,8.144227754,8.416909264,8.954798071,8.968201111,9.120739325,8.964271276,9.459647302,9.50975425,9.658303371,9.605144835,9.247590692,9.542878595,9.699930931,9.54899042,9.652170607,9.805642598,9.972653819,9.795391138,9.735434475,9.888296731,9.536605686,8.696445457,9.251199185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
